"USERNAME","DLC_KEY"
"CDAMICO","D_SFS"
"CDAMICO","D_SSIT"
"CDAMICO","D_SSS"
"CDAMICO","D_STU_SPECIAL"
"CDAMICO","D_TERRASCOPE"
"CDAMICO","D_TLL"
"CDAMICO","D_UAAP"
"CGYEWU","D_CHEME"
"CHALE","D_PRESS"
"CHAMBE","D_BIOLOGY"
"CHERYL","D_CRE"
"CHINBOK","D_SMART"
"CHMDWSYS","D_CHEM"
"CHMDWSYS","D_SPEC"
"CIMINOJV","D_KI"
"CINSMITH","D_ECO"
"CONGDON","D_MTA"
"CONNORJP","D_STUDORG"
"COOMBS","D_AEROASTRO"
"COOMBS","D_ARCHAE"
"COOMBS","D_ASP"
"COOMBS","D_BIOENG"
"COOMBS","D_BPEC"
"COOMBS","D_BPMIT"
"COOMBS","D_CBI"
"COOMBS","D_CEE"
"COOMBS","D_CHEME"
"COOMBS","D_CIPD"
"COOMBS","D_CLAB"
"COOMBS","D_CONCOURSE"
"COOMBS","D_CTL"
"COOMBS","D_DCTI"
"COOMBS","D_DMSE"
"COOMBS","D_DOE"
"COOMBS","D_ECSEL"
"COOMBS","D_EECS"
"COOMBS","D_EIP"
"COOMBS","D_ENGSYS"
"COOMBS","D_GLP"
"COOMBS","D_GRADEL"
"COOMBS","D_HPMIT"
"COOMBS","D_ICAMPUS"
"COOMBS","D_III"
"COOMBS","D_IMES"
"COOMBS","D_IPC"
"COOMBS","D_ISP"
"COOMBS","D_LEES"
"COOMBS","D_LEMELSON"
"COOMBS","D_LGO"
"COOMBS","D_MCSC"
"COOMBS","D_MECHE"
"COOMBS","D_MITES"
"COOMBS","D_MITOI"
"COOMBS","D_MITTAKEDA"
"COOMBS","D_MTL"
"COOMBS","D_NUCENG"
"COOMBS","D_OEOP"
"COOMBS","D_PEP"
"COOMBS","D_PIW"
"COOMBS","D_PORTUGAL"
"COOMBS","D_PPST"
"COOMBS","D_SCM"
"COOMBS","D_SDM"
"COOMBS","D_SMA"
"COOMBS","D_SPEC"
"COOMBS","D_TERRASCOPE"
"COOMBS","D_TIE"
"COOMBS","D_UPOP"
"CRONIN","D_ILP"
"CSAMBATA","D_DL"
"CSANTORO","D_OBFP"
"CSMUI","D_CHEM"
"CSMUI","D_SPEC"
"CUBA","D_BATES"
"CUBA","D_LNS"
"CUBSTEAD","D_PHYSICS"
"DAN4TH","D_ARCHAE"
"DAN4TH","D_DMSE"
"DAN4TH","D_PPST"
"DANIELAS","D_CRE"
"DAVEFOSS","D_RLE"
"DBARBER","D_EMMGMT"
"DBULL","D_ATHLETICS"
"DBULL","D_AVS"
"DBULL","D_CAC"
"DBULL","D_CHAPLAINS"
"DBULL","D_D&CI"
"DBULL","D_DINING"
"DBULL","D_DSL"
"DBULL","D_DSL:HQ"
"DBULL","D_ENDICOTT"
"DBULL","D_ENTSRVCS"
"DBULL","D_FSILG"
"DBULL","D_GRADJUNCTION"
"DBULL","D_HOHP"
"DBULL","D_HOUSING"
"DBULL","D_IRDF"
"DBULL","D_LEADDEV"
"DBULL","D_RE"
"DBULL","D_RLP"
"DBULL","D_SLMPLS"
"DBULL","D_SLP"
"DBULL","D_SR_DEAN_STDNT"
"DBULL","D_SSWB"
"DBULL","D_STUDDEV"
"DBULL","D_STUDORG"
"DCDAMORE","D_CHEM"
"DCDAMORE","D_SPEC"
"DDACOVA","D_MECHE"
"DEBOER","D_ANTHRO"
"DEBOER","D_CIS"
"DEBOER","D_CMS"
"DEBOER","D_DHSS"
"DEBOER","D_ECO"
"DEBOER","D_FLL"
"DEBOER","D_HISTORY"
"DEBOER","D_HUM_DEPTHEAD"
"DEBOER","D_L&P"
"DEBOER","D_LIT"
"DEBOER","D_MISTI"
"DEBOER","D_MTA"
"DEBOER","D_POLSCI"
"DEBOER","D_SCHOOL_HUM"
"DEBOER","D_STS"
"DELGADO","D_ALLIANCE_MGMT"
"DELGADO","D_ARTS"
"DELGADO","D_BROAD"
"DELGADO","D_BROAD:CB"
"DELGADO","D_BROADAFF"
"DELGADO","D_CAES"
"DELGADO","D_CATALYSTS"
"DELGADO","D_CCTR"
"DELGADO","D_CEHS"
"DELGADO","D_CFELLOWS"
"DELGADO","D_CGC"
"DELGADO","D_CHANCELLOR"
"DELGADO","D_CLINRES"
"DELGADO","D_CMSE"
"DELGADO","D_COMPMED"
"DELGADO","D_CPSE"
"DELGADO","D_DEANCOMP"
"DELGADO","D_DEANGRAD"
"DELGADO","D_DL"
"DELGADO","D_ESI"
"DELGADO","D_HAYSTACK"
"DELGADO","D_HST"
"DELGADO","D_ILP"
"DELGADO","D_INST_PROF"
"DELGADO","D_IPCOUNSEL"
"DELGADO","D_ISN"
"DELGADO","D_J-WAFS"
"DELGADO","D_KI"
"DELGADO","D_LDDA"
"DELGADO","D_LFEE"
"DELGADO","D_LVA"
"DELGADO","D_MAGLAB"
"DELGADO","D_MASDAR"
"DELGADO","D_MEDIA"
"DELGADO","D_MIT.NANO"
"DELGADO","D_MITEI"
"DELGADO","D_MITESI"
"DELGADO","D_MITOI"
"DELGADO","D_MITX"
"DELGADO","D_MPC"
"DELGADO","D_MRL"
"DELGADO","D_MTL"
"DELGADO","D_MUSEUM"
"DELGADO","D_NRL"
"DELGADO","D_OEIT"
"DELGADO","D_OLE"
"DELGADO","D_OSATT"
"DELGADO","D_OSATT_AREA"
"DELGADO","D_OSP"
"DELGADO","D_PROVOST"
"DELGADO","D_PSFC"
"DELGADO","D_RAS"
"DELGADO","D_RLE"
"DELGADO","D_SKOLKOVO"
"DELGADO","D_SOLVE"
"DELGADO","D_STRATEG_TRANS"
"DELGADO","D_SUTD"
"DELGADO","D_TDP"
"DELGADO","D_TLO"
"DELGADO","D_VPRES"
"DELGADO","D_VPRESOFF"
"DELGADO","D_VPRES_DEPTHD"
"DELGADO","D_VPRLL"
"DELGADO","D_WHIT"
"DENEAULT","D_BIOLOGY"
"DENISESC","D_CHEME"
"DESFORGE","D_SMA"
"DEVRIES","D_NUCENG"
"DFPARKER","D_PSFC"
"DIANNEB","D_BIOENG"
"DJILLSON","D_TREASURER"
"DONNAB","D_MCGOVERN"
"DOUGL","D_ARCH"
"DRAFTERY","D_HAYSTACK"
"DSNYDER","D_MCGOVERN"
"DUDLEY","D_BIOENG"
"DUDLEY","D_BPEC"
"DUFAULTJ","D_ARCH"
"DVONG","D_BIOENG"
"DVONG","D_MCGOVERN"
"EASANTOS","D_PEP"
"EBAOLLI","D_MRL"
"ECAPLES","D_ARCHAE"
"ECAPLES","D_DMSE"
"ECAPLES","D_PPST"
"EDC","D_CMI"
"EDERNST","D_INDONESIA"
"EDERNST","D_PORTUGAL"
"EDERNST","D_SKOLKOVO"
"EDITH","D_LFEE"
"EDMONDSJ","D_CAS"
"EDMUND","D_ADM"
"EDMUND","D_SFS"
"EHEARN","D_DOE"
"EKHUDISM","D_NUCENG"
"ELIZSORR","D_PILM"
"EMJOHN","D_OGC"
"ENEJDAXH","D_TECHREVIEW"
"ENG","D_CBI"
"ENG","D_CCSE"
"ENG","D_COLLEGE_COMPU"
"ENG","D_CSAIL"
"ENG","D_DEANCOMP"
"ENG","D_EECS"
"ENG","D_IDSS"
"ENG","D_JCLINIC"
"ENG","D_LIDS"
"ENG","D_MITAMAZON"
"ENG","D_MITIBMAI"
"ENG","D_QUEST"
"ENG","D_SERC"
"ENG","D_SSRC"
"ENG","D_TPP"
"ERICAP","D_ENGSYS"
"ERICAP","D_IDSS"
"ERICAP","D_PORTUGAL"
"ERICAP","D_TPP"
"ERICCI","D_SCSB"
"ERINE","D_HST"
"ERINE","D_IMES"
"ERUNYON","D_CLAB"
"ERUNYON","D_GLP"
"ERUNYON","D_GRADEL"
"ERUNYON","D_UPOP"
"ESCHENCK","D_CBI"
"ESCHENCK","D_SSRC"
"ESKALJIC","D_CBI"
"ESKALJIC","D_CCSE"
"ESKALJIC","D_COLLEGE_COMPU"
"ESKALJIC","D_CSAIL"
"ESKALJIC","D_DEANCOMP"
"ESKALJIC","D_EECS"
"ESKALJIC","D_IDSS"
"ESKALJIC","D_JCLINIC"
"ESKALJIC","D_LIDS"
"ESKALJIC","D_MITAMAZON"
"ESKALJIC","D_MITIBMAI"
"ESKALJIC","D_QUEST"
"ESKALJIC","D_SERC"
"ESKALJIC","D_SSRC"
"ESKALJIC","D_TPP"
"EVOGAN","D_QUEST"
"FCELANI","D_CAMPLAN"
"FCELANI","D_FACILITIES"
"FCELANI","D_PARKING"
"FCOARY","D_MTL"
"FCOARY","D_RLE"
"FINNJ","D_LFO"
"FINNY","D_ATHLETICS"
"FINNY","D_AVS"
"FINNY","D_CAC"
"FINNY","D_CHAPLAINS"
"FINNY","D_D&CI"
"FINNY","D_DINING"
"FINNY","D_DSL"
"FINNY","D_DSL:HQ"
"FINNY","D_ENDICOTT"
"FINNY","D_ENTSRVCS"
"FINNY","D_FSILG"
"FINNY","D_GRADJUNCTION"
"FINNY","D_HOHP"
"FINNY","D_HOUSING"
"FINNY","D_IRDF"
"FINNY","D_LEADDEV"
"FINNY","D_RE"
"FINNY","D_RLP"
"FINNY","D_SLMPLS"
"FINNY","D_SLP"
"FINNY","D_SR_DEAN_STDNT"
"FINNY","D_SSWB"
"FINNY","D_STUDDEV"
"FINNY","D_STUDORG"
"FWECHE","D_OEOP"
"GBROWNE","D_ALLIANCE_MGMT"
"GBROWNE","D_ARTS"
"GBROWNE","D_BROAD"
"GBROWNE","D_BROAD:CB"
"GBROWNE","D_BROADAFF"
"GBROWNE","D_CAES"
"GBROWNE","D_CATALYSTS"
"GBROWNE","D_CCTR"
"GBROWNE","D_CEHS"
"GBROWNE","D_CFELLOWS"
"GBROWNE","D_CGC"
"GBROWNE","D_CHANCELLOR"
"GBROWNE","D_CLINRES"
"GBROWNE","D_CMSE"
"GBROWNE","D_COMPMED"
"GBROWNE","D_CPSE"
"GBROWNE","D_DEANCOMP"
"GBROWNE","D_DEANGRAD"
"GBROWNE","D_DHSS"
"GBROWNE","D_DL"
"GBROWNE","D_ECO"
"GBROWNE","D_ESI"
"GBROWNE","D_HAYSTACK"
"GBROWNE","D_HST"
"GBROWNE","D_ILP"
"GBROWNE","D_INDONESIA"
"GBROWNE","D_INST_PROF"
"GBROWNE","D_IPCOUNSEL"
"GBROWNE","D_ISN"
"GBROWNE","D_J-WAFS"
"GBROWNE","D_KI"
"GBROWNE","D_LDDA"
"GBROWNE","D_LFEE"
"GBROWNE","D_MAGLAB"
"GBROWNE","D_MASDAR"
"GBROWNE","D_MIT.NANO"
"GBROWNE","D_MITEI"
"GBROWNE","D_MITESI"
"GBROWNE","D_MITOI"
"GBROWNE","D_MITX"
"GBROWNE","D_MPC"
"GBROWNE","D_MRL"
"GBROWNE","D_MTL"
"GBROWNE","D_MUSEUM"
"GBROWNE","D_NRL"
"GBROWNE","D_OLE"
"GBROWNE","D_OSATT"
"GBROWNE","D_OSATT_AREA"
"GBROWNE","D_OSP"
"GBROWNE","D_PROVOST"
"GBROWNE","D_PSFC"
"GBROWNE","D_RAS"
"GBROWNE","D_RLE"
"GBROWNE","D_SKOLKOVO"
"GBROWNE","D_SOLVE"
"GBROWNE","D_STRATEG_TRANS"
"GBROWNE","D_SUTD"
"GBROWNE","D_TDP"
"GBROWNE","D_TLO"
"GBROWNE","D_VPRES"
"GBROWNE","D_VPRESOFF"
"GBROWNE","D_VPRES_DEPTHD"
"GBROWNE","D_VPRLL"
"GBROWNE","D_WHIT"
"GEARIN","D_ILP"
"GHAURAY","D_ECO"
"GHORVATH","D_CMS"
"GHSOARES","D_STUDORG"
"GJOYCE","D_HAYSTACK"
"GLATMAN","D_CSAIL"
"GRETCH","D_CSAIL"
"GSTUMP","D_CEHS"
"GWOLF","D_MCGOVERN"
"HDINEVA","D_BIOLOGY"
"HDINEVA","D_CSBI"
"HERNANAC","D_ANTHRO"
"HERNANAC","D_CIS"
"HERNANAC","D_CMS"
"HERNANAC","D_DHSS"
"HERNANAC","D_ECO"
"HERNANAC","D_FLL"
"HERNANAC","D_HISTORY"
"HERNANAC","D_HUM_DEPTHEAD"
"HERNANAC","D_L&P"
"HERNANAC","D_LIT"
"HERNANAC","D_MISTI"
"HERNANAC","D_MTA"
"HERNANAC","D_POLSCI"
"HERNANAC","D_SCHOOL_HUM"
"HERNANAC","D_STS"
"HFINNEY","D_SLOAN"
"HFONSEKA","D_ATHLETICS"
"HFONSEKA","D_AVS"
"HFONSEKA","D_CAC"
"HFONSEKA","D_CHAPLAINS"
"HFONSEKA","D_D&CI"
"HFONSEKA","D_DINING"
"HFONSEKA","D_DSL"
"HFONSEKA","D_DSL:HQ"
"HFONSEKA","D_ENDICOTT"
"HFONSEKA","D_ENTSRVCS"
"HFONSEKA","D_FSILG"
"HFONSEKA","D_GRADJUNCTION"
"HFONSEKA","D_HOHP"
"HFONSEKA","D_HOUSING"
"HFONSEKA","D_IRDF"
"HFONSEKA","D_LEADDEV"
"HFONSEKA","D_RE"
"HFONSEKA","D_RLP"
"HFONSEKA","D_SLMPLS"
"HFONSEKA","D_SLP"
"HFONSEKA","D_SR_DEAN_STDNT"
"HFONSEKA","D_SSWB"
"HFONSEKA","D_STUDDEV"
"HFONSEKA","D_STUDORG"
"IRENEH79","D_EECS"
"JAFOSTER","D_MCGOVERN"
"JAGRIFF","D_ACT"
"JAGRIFF","D_ARCH"
"JAGRIFF","D_ARCH_DEPTHEAD"
"JAGRIFF","D_CAU"
"JAGRIFF","D_CRE"
"JAGRIFF","D_DEANARCH"
"JAGRIFF","D_DESIGNACAD"
"JAGRIFF","D_DUSP"
"JAGRIFF","D_LCAU"
"JAGRIFF","D_MAS"
"JAGRIFF","D_MEDIA"
"JAGRIFF","D_MITMAD"
"JAGRIFF","D_SCHOOL_ARCH"
"JARINA","D_CEE"
"JASMINEB","D_LFEE"
"JASMINEB","D_MITEI"
"JAZY","D_LGO"
"JAZY","D_SDM"
"JCEN","D_CBE"
"JDONNELY","D_ASOPS"
"JDONNELY","D_BF&T"
"JDONNELY","D_BFA"
"JDONNELY","D_CAS"
"JDONNELY","D_CONTROLLER"
"JDONNELY","D_FINANCE_AREA"
"JDONNELY","D_FINOPS"
"JDONNELY","D_LFO"
"JDONNELY","D_PROCURE"
"JDONNELY","D_PROPERTY"
"JDONNELY","D_RSO"
"JDONNELY","D_SOURCING"
"JDONNELY","D_SOURCING_AREA"
"JDONNELY","D_SSC"
"JDONNELY","D_TRAVEL"
"JDONNELY","D_VPFHQ"
"JDONNELY","D_VPFINANCE"
"JDONNELY","D_VPFINHR"
"JDONNELY","D_VPFINIR"
"JDONNELY","D_VPFINSD"
"JEGALLAG","D_LIBRARIES"
"JENNIE","D_AEROASTRO"
"JENW1","D_PHYSICS"
"JESSED","D_CBI"
"JESSED","D_SSRC"
"JFW","D_BA"
"JFW","D_FAMILY_RESCTR"
"JFW","D_HR"
"JGCAL_0","D_MECHE"
"JGOODHUE","D_MGHPCC"
"JHNUTTER","D_IS&T"
"JILLIANA","D_LFEE"
"JJMAHER","D_CHEME"
"JJMAHER","D_HST"
"JJMAHER","D_LEMELSON"
"JJMAHER","D_MECHE"
"JJMAHER","D_SDM"
"JLM","D_CAMPLAN"
"JMCC","D_MECHE"
"JMCD","D_ENTSRVCS"
"JMCILMAI","D_CSAIL"
"JMDEFAND","D_CSR"
"JMHUNT","D_MITMAD"
"JOEBEAU","D_SLOAN"
"JOHNH","D_FACILITIES"
"JOHNH","D_PARKING"
"JONAMARI","D_MEDICAL"
"JOSHF","D_ISN"
"JOSHIS","D_CHEME"
"JSHALLOW","D_IS&T"
"JSRUBIN","D_SDM"
"JTHUROW","D_HAYSTACK"
"JULESK","D_LFEE"
"JULIEKUK","D_AEROASTRO"
"JULIEKUK","D_ARCHAE"
"JULIEKUK","D_ASO"
"JULIEKUK","D_ASO:HQ"
"JULIEKUK","D_ASP"
"JULIEKUK","D_BIOENG"
"JULIEKUK","D_BPEC"
"JULIEKUK","D_BPMIT"
"JULIEKUK","D_CBE"
"JULIEKUK","D_CBI"
"JULIEKUK","D_CDO"
"JULIEKUK","D_CEE"
"JULIEKUK","D_CHEME"
"JULIEKUK","D_CIPD"
"JULIEKUK","D_CLAB"
"JULIEKUK","D_CONCOURSE"
"JULIEKUK","D_CTL"
"JULIEKUK","D_DCTI"
"JULIEKUK","D_DMSE"
"JULIEKUK","D_DOE"
"JULIEKUK","D_ECSEL"
"JULIEKUK","D_EECS"
"JULIEKUK","D_EIP"
"JULIEKUK","D_ENGSYS"
"JULIEKUK","D_GLP"
"JULIEKUK","D_GRADEL"
"JULIEKUK","D_HPMIT"
"JULIEKUK","D_ICAMPUS"
"JULIEKUK","D_III"
"JULIEKUK","D_IMES"
"JULIEKUK","D_IPC"
"JULIEKUK","D_ISP"
"JULIEKUK","D_LEES"
"JULIEKUK","D_LEMELSON"
"JULIEKUK","D_LGO"
"JULIEKUK","D_MCSC"
"JULIEKUK","D_MECHE"
"JULIEKUK","D_MITES"
"JULIEKUK","D_MITOI"
"JULIEKUK","D_MITTAKEDA"
"JULIEKUK","D_MTL"
"JULIEKUK","D_NUCENG"
"JULIEKUK","D_OCEAN"
"JULIEKUK","D_OEOP"
"JULIEKUK","D_PEP"
"JULIEKUK","D_PIW"
"JULIEKUK","D_PORTUGAL"
"JULIEKUK","D_PPST"
"JULIEKUK","D_SCHOOL_ENG"
"JULIEKUK","D_SCM"
"JULIEKUK","D_SDM"
"JULIEKUK","D_SMA"
"JULIEKUK","D_SPEC"
"JULIEKUK","D_TERRASCOPE"
"JULIEKUK","D_TIE"
"JULIEKUK","D_UPOP"
"KARIUKIT","D_B&CS"
"KARIUKIT","D_BATES"
"KARIUKIT","D_BIOLOGY"
"KARIUKIT","D_CGCS"
"KARIUKIT","D_CHEM"
"KARIUKIT","D_CS3"
"KARIUKIT","D_CSBI"
"KARIUKIT","D_CSR"
"KARIUKIT","D_DEANSCI"
"KARIUKIT","D_EAPS"
"KARIUKIT","D_HHMI"
"KARIUKIT","D_LNS"
"KARIUKIT","D_LNS_AND_BATES"
"KARIUKIT","D_MATHS"
"KARIUKIT","D_MCGOVERN"
"KARIUKIT","D_PHYSICS"
"KARIUKIT","D_PILM"
"KARIUKIT","D_SCHOOL_SCI"
"KARIUKIT","D_SCI_DEPTHEAD"
"KARIUKIT","D_SCSB"
"KARIUKIT","D_SPEC"
"KARIUKIT","D_WALLACE"
"KATEAND","D_JCLINIC"
"KATEAND","D_MECHE"
"KATEAND","D_MITIBMAI"
"KATHYAC","D_BROAD"
"KATHYAC","D_BROAD:CB"
"KATHYBO","D_MIT.NANO"
"KBRACE","D_ASP"
"KBRACE","D_PEP"
"KCLAPPER","D_ACT"
"KCLAPPER","D_ARCH"
"KCLAPPER","D_ARCH_DEPTHEAD"
"KCLAPPER","D_CAU"
"KCLAPPER","D_CRE"
"KCLAPPER","D_DEANARCH"
"KCLAPPER","D_DESIGNACAD"
"KCLAPPER","D_DUSP"
"KCLAPPER","D_LCAU"
"KCLAPPER","D_MAS"
"KCLAPPER","D_MEDIA"
"KCLAPPER","D_MITMAD"
"KCLAPPER","D_SCHOOL_ARCH"
"KDENUTTE","D_CSR"
"KDOW","D_BATES"
"KDOW","D_LNS"
"KDULUDE","D_SLOAN"
"KEELINC","D_MUSEUM"
"KEGOL","D_ACT"
"KEGOL","D_ARCH"
"KEGOL","D_ARCH_DEPTHEAD"
"KEGOL","D_CAU"
"KEGOL","D_CRE"
"KEGOL","D_DEANARCH"
"KEGOL","D_DESIGNACAD"
"KEGOL","D_DUSP"
"KEGOL","D_LCAU"
"KEGOL","D_MAS"
"KEGOL","D_MEDIA"
"KEGOL","D_MITMAD"
"KEGOL","D_SCHOOL_ARCH"
"KEKEX","D_MECHE"
"KFROST","D_MUSEUM"
"KGUNSCH","D_MUSEUM"
"KIMMED","D_OGCR"
"KJWILLIS","D_EAPS"
"KKUN","D_COMPMED"
"KLODICO","D_NRL"
"KMANCINO","D_OVPC"
"KMCCOY","D_ACAD"
"KMCCOY","D_ADM"
"KMCCOY","D_CONCOURSE"
"KMCCOY","D_CSPA"
"KMCCOY","D_D-LAB"
"KMCCOY","D_DEANGRAD"
"KMCCOY","D_DUE"
"KMCCOY","D_DUE:HQ"
"KMCCOY","D_ESG"
"KMCCOY","D_GEO"
"KMCCOY","D_OEL"
"KMCCOY","D_OFS"
"KMCCOY","D_OME"
"KMCCOY","D_OSA"
"KMCCOY","D_PPSC"
"KMCCOY","D_REG"
"KMCCOY","D_REVENUES"
"KMCCOY","D_ROTC"
"KMCCOY","D_ROTC_AERO"
"KMCCOY","D_ROTC_MIL"
"KMCCOY","D_ROTC_NAVAL"
"KMCCOY","D_SFS"
"KMCCOY","D_SSIT"
"KMCCOY","D_SSS"
"KMCCOY","D_STU_SPECIAL"
"KMCCOY","D_TERRASCOPE"
"KMCCOY","D_TLL"
"KMCCOY","D_UAAP"
"KMCGRATH","D_TRAVEL"
"KMCOOK","D_BIOENG"
"KRECCHIA","D_BIOENG"
"KRISTAL","D_CHEME"
"KSHULER","D_ASP"
"KSHULER","D_PEP"
"KVANNED","D_CTL"
"KVANNED","D_SCM"
"KWARE","D_PSFC"
"KWAWRUCK","D_LVA"
"KYANGZOM","D_PHYSICS"
"KYEGIAN","D_DUSP"
"LAMARRA","D_LFEE"
"LBRENNER","D_FLL"
"LBRENNER","D_MECHE"
"LDESFORG","D_ECO"
"LESLEYMN","D_TLO"
"LEUNGJ","D_OBFP"
"LHINDS","D_ALLIANCE_MGMT"
"LHINDS","D_BROAD"
"LHINDS","D_BROAD:CB"
"LHINDS","D_BROADAFF"
"LHINDS","D_CATALYSTS"
"LHINDS","D_CCTR"
"LHINDS","D_CEHS"
"LHINDS","D_CFELLOWS"
"LHINDS","D_CGC"
"LHINDS","D_CLINRES"
"LHINDS","D_CMSE"
"LHINDS","D_COMPMED"
"LHINDS","D_CSBI"
"LHINDS","D_DEANGRAD"
"LHINDS","D_ESI"
"LHINDS","D_HAYSTACK"
"LHINDS","D_HHMI"
"LHINDS","D_HST"
"LHINDS","D_ILP"
"LHINDS","D_IPCOUNSEL"
"LHINDS","D_ISN"
"LHINDS","D_J-WAFS"
"LHINDS","D_KI"
"LHINDS","D_LDDA"
"LHINDS","D_LFEE"
"LHINDS","D_MAGLAB"
"LHINDS","D_MIT.NANO"
"LHINDS","D_MITEI"
"LHINDS","D_MITESI"
"LHINDS","D_MPC"
"LHINDS","D_MRL"
"LHINDS","D_MTL"
"LHINDS","D_NRL"
