"LIBRARY_COURSE_INSTRUCTOR_KEY","LIBRARY_RESERVE_CATALOG_KEY","LIBRARY_SUBJECT_OFFERED_KEY","LIBRARY_MATERIAL_STATUS_KEY","TERM_CODE","SUBJECT_ID","WAREHOUSE_LOAD_DATE"
"11.026-FOGELSON2008SP:11.026","000021768","11.0262008SP","U","2008SP","11.026",09-MAY-08
"11.123-DEMONCHAUX2008SP:11.123","000040971","11.1232008SP","U","2008SP","11.123",09-MAY-08
"11.123-DEMONCHAUX2008SP:11.123","000045817","11.1232008SP","U","2008SP","11.123",09-MAY-08
"11.123-DEMONCHAUX2008SP:11.123","000045818","11.1232008SP","U","2008SP","11.123",09-MAY-08
"11.131-GIBB2008SP:11.131","000046967","11.1312008SP","U","2008SP","11.131",09-MAY-08
"11.190-GOETHERT2008SP:11.190","000047125","11.1902008SP","U","2008SP","11.190",09-MAY-08
"11.190-GOETHERT2008SP:11.190","000047126","11.1902008SP","U","2008SP","11.190",09-MAY-08
"11.220-RYZNAR2008SP:11.220","000040368","11.2202008SP","U","2008SP","11.220",09-MAY-08
"11.220-RYZNAR2008SP:11.220","000040614","11.2202008SP","U","2008SP","11.220",09-MAY-08
"11.220-RYZNAR2008SP:11.220","000046791","11.2202008SP","U","2008SP","11.220",09-MAY-08
"11.303J-FRENCHMAN2008SP:11.303","000046951","11.3032008SP","U","2008SP","11.303",09-MAY-08
"11.304-BEN-JOSEPH2008SP:11.304","000034675","11.3042008SP","U","2008SP","11.304",09-MAY-08
"11.304-BEN-JOSEPH2008SP:11.304","000046790","11.3042008SP","U","2008SP","11.304",09-MAY-08
"11.330/4.241-BEINART2008SP:11.330","000046158","11.3302008SP","U","2008SP","11.330",09-MAY-08
"7.36-KEATING2010SP:7.36","000056539","7.362010SP","N","2010SP","7.36",07-MAY-10
"7.36-KEATING2010SP:7.36","000056537","7.362010SP","N","2010SP","7.36",07-MAY-10
"7.63-STEINER2010SP:7.63","000057462","7.632010SP","Y","2010SP","7.63",07-MAY-10
"7.91-KEATING/BURGE2010SP:7.91","000051815","7.912010SP","Y","2010SP","7.91",07-MAY-10
"7.91-KEATING/BURGE2010SP:7.91","000056877","7.912010SP","N","2010SP","7.91",07-MAY-10
"7.91-KEATING/BURGE2010SP:7.91","000056875","7.912010SP","N","2010SP","7.91",07-MAY-10
"7.91-KEATING/BURGE2010SP:7.91","000056874","7.912010SP","N","2010SP","7.91",07-MAY-10
"7.91-KEATING/BURGE2010SP:7.91","000056872","7.912010SP","N","2010SP","7.91",07-MAY-10
"7.91-KEATING/BURGE2010SP:7.91","000051786","7.912010SP","N","2010SP","7.91",07-MAY-10
"SP.7262008SP:SP.726","000047184","SP.7262008SP","U","2008SP","SP.726",09-MAY-08
"SP.7262008SP:SP.726","000047185","SP.7262008SP","U","2008SP","SP.726",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046624","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046666","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046667","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046668","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046669","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046670","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046754","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"SP.785-IVANOVA2008SP:SP.785","000046884","SP.7852008SP","U","2008SP","SP.785",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046733","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046734","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046735","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046736","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046737","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046738","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046974","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046975","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000046976","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.001-SMITH2008SP:STS.001","000047014","STS.0012008SP","U","2008SP","STS.001",09-MAY-08
"STS.015-LEPINAY2008SP:STS.015","000046745","STS.0152008SP","U","2008SP","STS.015",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046280","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046281","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046282","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046283","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046285","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046286","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046364","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046365","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046366","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046367","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046371","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046431","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046432","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046433","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046434","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046530","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046531","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046532","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046533","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046534","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046535","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046536","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046611","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046717","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046720","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046722","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046801","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046861","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046896","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000046938","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.310-GEROVITCH2008SP:STS.310","000047156","STS.3102008SP","U","2008SP","STS.310",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046524","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046525","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046526","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046527","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046528","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046675","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046730","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.462-SMITH2008SP:STS.462","000046859","STS.4622008SP","U","2008SP","STS.462",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046804","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046805","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046806","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046807","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046808","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046809","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046846","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046855","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046856","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046921","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000046939","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000047002","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000047013","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000047101","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"STS.CASTELLS2008SP:STS.CASTELLS","000047112","STS.CASTELLS2008SP","U","2008SP","STS.CASTELLS",09-MAY-08
"1.258J-WILSON2008SP:ESD.226","000046421","ESD.2262008SP","U","2008SP","ESD.226",09-MAY-08
"1.258J-WILSON2008SP:11.541","000046421","11.5412008SP","U","2008SP","11.541",09-MAY-08
"1.258J-WILSON2008SP:ESD.226","000047043","ESD.2262008SP","U","2008SP","ESD.226",09-MAY-08
"1.258J-WILSON2008SP:11.541","000047043","11.5412008SP","U","2008SP","11.541",09-MAY-08
"11.004J-THOMPSON2008SP:4.001","000046968","4.0012008SP","U","2008SP","4.001",09-MAY-08
"11.004J-THOMPSON2008SP:4.001","000046969","4.0012008SP","U","2008SP","4.001",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001920","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001921","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001922","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001923","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001927","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001928","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001929","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001930","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001931","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000001932","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"11.013J/21.H231J2008SP:21H.231","000002553","21H.2312008SP","U","2008SP","21H.231",09-MAY-08
"21M.220-CUTHBERT2009SP:21M.220","000053059","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053060","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053061","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053062","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053063","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053064","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053065","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053149","21M.2202009SP","Y","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053392","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053393","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053394","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053395","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053396","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053397","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053398","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053399","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053400","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.220-CUTHBERT2009SP:21M.220","000053934","21M.2202009SP","N","2009SP","21M.220",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000052407","21M.2232009SP","U","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000052408","21M.2232009SP","U","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000052409","21M.2232009SP","U","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000052410","21M.2232009SP","U","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000052411","21M.2232009SP","U","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000052412","21M.2232009SP","U","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000052921","21M.2232009SP","U","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000053677","21M.2232009SP","N","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000053683","21M.2232009SP","N","2009SP","21M.223",08-MAY-09
"21M.223-RUCKERT2009SP:21M.223","000053781","21M.2232009SP","N","2009SP","21M.223",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052547","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052548","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052549","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052550","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052551","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052552","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052553","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052554","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052555","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052556","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052557","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052558","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052559","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052560","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052561","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052562","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052563","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052564","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052565","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052566","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052567","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052568","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052569","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052570","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052571","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052572","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052573","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052574","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052575","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052576","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052577","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052578","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052579","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052580","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052581","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052582","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052583","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052584","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052585","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052586","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052587","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052588","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052589","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052590","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052591","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052592","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052593","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052594","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
"21M.240-LINDGREN2009SP:21M.240","000052595","21M.2402009SP","U","2009SP","21M.240",08-MAY-09
