"MIT_ID","DEPT_COUNT","DEPT_NAMES","NUM_OF_SUPERVISEES","SQFT","RESEARCH_VOLUME","SQFT_PER_SUPERVISEE","SQFT_PER_RES_VOL","RES_VOL_PER_SQFT"
"900045622",1,"D_DEANARCH",1,20901,0,20901,0,0
"900039843",1,"D_CMS",1,146,0,146,0,0
"978901006",1,"D_LFEE",1,0,0,0,0,0
"900027383",1,"D_MECHE",2,0,0,0,0,0
"900048788",1,"D_L&P",1,240,0,240,0,0
"926226782",1,"D_CMS",1,103,0,103,0,0
"924138188",1,"D_CMS",1,111,0,111,0,0
"924855704",1,"D_L&P",1,195,0,195,0,0
"910015699",1,"D_MIT.NANO",1,91,0,91,0,0
"929163882",1,"D_ALUM",1,87,0,87,0,0
"900019054",1,"D_LIT",1,154,0,154,0,0
"924887936",1,"D_ECO",1,168,0,168,0,0
"929614500",1,"D_CMS",1,40,0,40,0,0
"900028720",1,"D_PHYSICS",1,205,0,205,0,0
"900039852",1,"D_ARCH",1,159,0,159,0,0
"925764465",1,"D_PHYSICS",1,234,0,234,0,0
"913714937",1,"D_RESDEV",1,0,0,0,0,0
"913131239",1,"D_ANTHRO",1,155,0,155,0,0
"900018765",1,"D_MTA",1,46,0,46,0,0
"900049150",1,"D_DMSE",1,242,8862.72,242,0,37
"920317288",1,"D_CSR",1,516,0,516,0,0
"911774344",1,"D_LFEE",1,79,83969.37,79,0,1069
"900016017",1,"D_SLOAN",1,209,0,209,0,0
"900014127",1,"D_DMSE",1,919,0,919,0,0
"918052946",1,"D_LIBRARIES",1,50,0,50,0,0
"923357416",1,"D_DUSP",1,68,0,68,0,0
"966142079",2,"D_ECO,D_IDSS",1,449,0,449,0,0
"912510383",1,"D_CMS",1,60,0,60,0,0
"917461808",1,"D_RESDEV",1,0,0,0,0,0
"926487507",1,"D_LFEE",1,43,0,43,0,0
"919576582",1,"D_ALUM",1,57,0,57,0,0
"900048412",1,"D_LIBRARIES",1,51,0,51,0,0
"923077291",1,"D_ARCH",1,97,0,97,0,0
"910008213",1,"D_RLE",2,412,0,206,0,0
"929808956",1,"D_MIT.NANO",1,175,0,175,0,0
"900053155",1,"D_CSAIL",1,456,0,456,0,0
"926355338",1,"D_RLE",2,1884,401362.78,942,0,213
"920775976",1,"D_RESDEV",1,0,0,0,0,0
"900002458",1,"D_SLOAN",1,212,0,212,0,0
"910865115",1,"D_POLSCI",1,166,0,166,0,0
"900016215",1,"D_STS",1,238,0,238,0,0
"927255396",1,"D_LFEE",1,104,0,104,0,0
"929656762",1,"D_SLOAN",1,67,0,67,0,0
"900012857",1,"D_SCM",1,0,0,0,0,0
"900053883",1,"D_SSRC",1,74,0,74,0,0
"900006126",1,"D_SLOAN",1,209,158295.31,209,0,757
"929094672",1,"D_SLOAN",1,209,14893.42,209,0,71
"928678211",1,"D_ALUM",1,117,0,117,0,0
"916630403",1,"D_ECO",1,104,0,104,0,0
"900027590",1,"D_ECO",1,224,0,224,0,0
"921587983",1,"D_CSR",1,408,159234.6,408,0,390
"900015005",1,"D_DEANARCH",1,183,26282.58,183,0,144
"923064394",1,"D_RESDEV",1,84,0,84,0,0
"987708900",1,"D_SSRC",1,59,0,59,0,0
"927975373",1,"D_CMS",1,60,0,60,0,0
"912300373",1,"D_ACT",1,98,0,98,0,0
"900050891",1,"D_LIBRARIES",1,182236,0,182236,0,0
"900027949",1,"D_MTA",1,109,0,109,0,0
"900051786",1,"D_SLOAN",1,209,0,209,0,0
"915708792",1,"D_DUSP",1,127,0,127,0,0
"900052879",1,"D_ALUM",1,57,0,57,0,0
"917468881",1,"D_EAPS",2,0,0,0,0,0
"913424962",1,"D_DEANARCH",1,139,0,139,0,0
"915489376",1,"D_SLOAN",1,66,0,66,0,0
"900023200",1,"D_IDSS",1,174,0,174,0,0
"900014657",1,"D_CIS",1,241,0,241,0,0
"910377449",1,"D_LIT",1,0,0,0,0,0
"994928331",1,"D_LIBRARIES",1,0,0,0,0,0
"900015234",1,"D_LIT",1,153,0,153,0,0
"900019238",1,"D_LFEE",1,126,0,126,0,0
"920478303",1,"D_LFEE",1,137,0,137,0,0
"950806035",1,"D_PHYSICS",5,0,236512.35,0,0,0
"929877905",1,"D_AEROASTRO",2,367,0,184,0,0
"900044151",1,"D_CSAIL",3,994,1024668.18,331,0,1031
"900017951",1,"D_CSAIL",3,324,222962.3,108,0,689
"900049101",1,"D_ECO",4,503,955370.79,126,0,1898
"900034022",1,"D_ECO",4,555,187486.23,139,0,338
"928227778",1,"D_MECHE",4,974,0,244,0,0
"900018024",1,"D_EAPS",5,732,136879.37,146,0,187
"900015399",1,"D_NUCENG",2,0,0,0,0,0
"900016767",1,"D_MECHE",5,1052,540660.5,210,0,514
"900024247",1,"D_IMES",3,2160,75842.88,720,0,35
"925569350",1,"D_CMS",1,117,0,117,0,0
"911642931",1,"D_LFEE",1,119,0,119,0,0
"923509444",1,"D_SLOAN",1,72,0,72,0,0
"900013995",1,"D_CEE",1,134,0,134,0,0
"919337097",1,"D_LIBRARIES",1,94,0,94,0,0
"900043822",1,"D_ALUM",1,157,0,157,0,0
"919174292",1,"D_RESDEV",1,0,0,0,0,0
"928836695",1,"D_ALUM",1,56,0,56,0,0
"900018257",1,"D_SLOAN",1,209,0,209,0,0
"924464111",1,"D_MECHE",3,861,394306.73,287,0,458
"916690773",1,"D_RESDEV",1,130,0,130,0,0
"900028265",1,"D_ALUM",1,160,0,160,0,0
"975877827",1,"D_CSR",4,378,364942.77,94,0,966
"900024449",1,"D_L&P",1,97,0,97,0,0
"972464848",1,"D_CIS",1,203,0,203,0,0
"929764469",1,"D_RESDEV",1,110,0,110,0,0
"911095245",1,"D_ARCH",1,153,0,153,0,0
"912151773",1,"D_RESDEV",1,160,0,160,0,0
"918205731",1,"D_CMS",1,0,0,0,0,0
"900018411",1,"D_L&P",1,304,0,304,0,0
"928719170",1,"D_RESDEV",1,48,0,48,0,0
"911841211",1,"D_AEROASTRO",1,100,0,100,0,0
"929388360",1,"D_ARCH",1,85,0,85,0,0
"928789814",1,"D_SSRC",1,36,0,36,0,0
"900006166",1,"D_CEE",1,162,0,162,0,0
"910728579",1,"D_DUSP",1,206,0,206,0,0
"929729747",1,"D_RESDEV",1,85,0,85,0,0
"900014532",1,"D_CSAIL",2,1631,0,815,0,0
"961383204",1,"D_ECO",1,223,0,223,0,0
"912106212",1,"D_ALUM",1,0,0,0,0,0
"900049905",1,"D_KI",1,3825,875456.94,3825,0,229
"914756026",1,"D_PHYSICS",1,222,346582.54,222,0,1564
"956164485",1,"D_CMS",1,31,0,31,0,0
"900021457",1,"D_SLOAN",1,209,0,209,0,0
"911556414",1,"D_LIBRARIES",1,82,0,82,0,0
"927872346",1,"D_SLOAN",1,209,0,209,0,0
"927380955",1,"D_SSRC",1,59,0,59,0,0
"925342030",1,"D_SSRC",1,67,0,67,0,0
"921701798",1,"D_CIS",1,176,0,176,0,0
"900022083",1,"D_BIOLOGY",1,0,0,0,0,0
"962649161",1,"D_LIBRARIES",1,41,0,41,0,0
"928166417",1,"D_RESDEV",1,82,0,82,0,0
"924022117",1,"D_ALUM",1,62,0,62,0,0
"913795109",1,"D_LFEE",1,247,0,247,0,0
"960392186",1,"D_CSAIL",1,2588,1350070.55,2588,0,522
"916445300",1,"D_PHYSICS",2,213,187013.87,107,0,877
"900008344",1,"D_CSAIL",1,229,0,229,0,0
"921425661",1,"D_ACT",1,136,0,136,0,0
"929352752",1,"D_ALUM",1,69,0,69,0,0
"922471388",1,"D_LIBRARIES",1,44,0,44,0,0
"908186840",1,"D_SSRC",1,87,0,87,0,0
"907378055",1,"D_LIBRARIES",1,64,0,64,0,0
"918667511",1,"D_SLOAN",1,125,0,125,0,0
"920012028",1,"D_SSRC",1,71,0,71,0,0
"914909794",1,"D_ALUM",1,68,0,68,0,0
"908007637",1,"D_ECO",1,88,0,88,0,0
"911751138",1,"D_ARCH",1,0,0,0,0,0
"914789613",1,"D_SSRC",1,54,0,54,0,0
"929711951",1,"D_LIBRARIES",1,50,0,50,0,0
"900009769",1,"D_ALUM",1,0,0,0,0,0
"974913326",1,"D_PHYSICS",1,215,132946.18,215,0,620
"924091843",1,"D_FLL",1,6443,0,6443,0,0
"919688735",1,"D_ARCH",1,0,0,0,0,0
"927631619",1,"D_SLOAN",1,208,0,208,0,0
"969013112",1,"D_AEROASTRO",1,108,0,108,0,0
"900046179",1,"D_L&P",1,206,0,206,0,0
"922712432",1,"D_SLOAN",1,28,0,28,0,0
"900054428",1,"D_LIT",1,147,0,147,0,0
"900021651",1,"D_SLOAN",1,209,0,209,0,0
"923696014",1,"D_ALUM",1,121,0,121,0,0
"900059656",1,"D_MIT.NANO",1,87,0,87,0,0
"912219134",1,"D_POLSCI",1,171,0,171,0,0
"915231605",1,"D_CMS",1,66,0,66,0,0
"929723426",1,"D_ACT",1,81,0,81,0,0
"929463878",1,"D_CMS",2,103,0,51,0,0
"926323654",1,"D_MIT.NANO",1,181,0,181,0,0
"924294554",1,"D_ALUM",1,64,0,64,0,0
"921439440",1,"D_RESDEV",1,73,0,73,0,0
"926473274",1,"D_SLOAN",1,36,0,36,0,0
"921337478",1,"D_LIBRARIES",1,66,0,66,0,0
"921675280",1,"D_LFEE",1,0,0,0,0,0
"919103768",1,"D_RESDEV",1,124,0,124,0,0
"900004281",1,"D_ALUM",1,0,0,0,0,0
"925855451",1,"D_SLOAN",1,210,115794.04,210,0,551
"928714489",1,"D_ALUM",1,140,0,140,0,0
"900018910",1,"D_AEROASTRO",2,824,0,412,0,0
"966920969",1,"D_CSAIL",1,831,489103,831,0,589
"949468211",1,"D_LIBRARIES",1,116,0,116,0,0
"914640826",1,"D_B&CS",2,1390,0,695,0,0
"900034848",1,"D_CEE",2,929,860289.1,465,0,926
"926301986",1,"D_SSRC",1,1001,993719.27,1001,0,992
"929709327",1,"D_LFEE",1,0,0,0,0,0
"900036307",1,"D_LIBRARIES",1,63,0,63,0,0
"913351712",1,"D_DUSP",1,0,0,0,0,0
"924284663",1,"D_ALUM",1,0,0,0,0,0
"920448979",1,"D_CMS",1,57,0,57,0,0
"900046535",1,"D_POLSCI",1,162,0,162,0,0
"900018217",1,"D_MECHE",1,725,39730.88,725,0,55
"924940404",1,"D_RESDEV",1,0,0,0,0,0
"924050596",1,"D_L&P",1,170,0,170,0,0
"911298239",1,"D_ARCH",1,109,0,109,0,0
"921063533",1,"D_ALUM",1,67,0,67,0,0
"921416827",1,"D_RESDEV",1,60,0,60,0,0
"928978894",1,"D_ACT",1,136,0,136,0,0
"900016893",1,"D_AEROASTRO",2,99,0,49,0,0
"962832217",1,"D_RLE",2,5428,2086348.86,2714,0,384
"909121257",1,"D_DUSP",1,42,0,42,0,0
"900046401",1,"D_LIBRARIES",1,42,0,42,0,0
"990343211",1,"D_DUSP",1,92,0,92,0,0
"900055805",1,"D_CMS",1,61,0,61,0,0
"922598135",1,"D_RESDEV",1,125,0,125,0,0
"924026777",1,"D_RESDEV",1,0,0,0,0,0
"922891777",1,"D_MTA",1,131,0,131,0,0
"900042517",1,"D_SLOAN",1,251,0,251,0,0
"900021848",1,"D_STS",1,147,0,147,0,0
"900051858",1,"D_LIBRARIES",1,67,0,67,0,0
"918656010",1,"D_FLL",1,106,0,106,0,0
"900056314",1,"D_LIBRARIES",1,29,0,29,0,0
"950280268",1,"D_CMS",1,50,0,50,0,0
"924330111",1,"D_MIT.NANO",1,92,0,92,0,0
"926633102",1,"D_RESDEV",1,65,0,65,0,0
"914404631",1,"D_SSRC",1,35,0,35,0,0
"923183523",1,"D_LFEE",1,233,0,233,0,0
"928789319",1,"D_RESDEV",1,0,0,0,0,0
"995753312",2,"D_B&CS,D_IDSS",1,174,784418.52,174,0,4514
"915322787",1,"D_ALUM",1,198,0,198,0,0
"919640605",1,"D_SLOAN",2,208744,0,104372,0,0
"924196117",1,"D_SLOAN",1,209,130876.73,209,0,626
"925822677",1,"D_RESDEV",1,62,0,62,0,0
"900003196",1,"D_CEE",1,354,0,354,0,0
"927617439",1,"D_PHYSICS",1,210,0,210,0,0
"928160002",1,"D_ECO",1,246,0,246,0,0
"925259017",1,"D_ANTHRO",1,173,0,173,0,0
"927916374",1,"D_LIBRARIES",1,87,0,87,0,0
"924159712",1,"D_ACT",1,67,0,67,0,0
"924476053",1,"D_SLOAN",1,81,0,81,0,0
"900022214",1,"D_CSR",2,718,911068.17,359,0,1269
"928956638",1,"D_MIT.NANO",1,89,0,89,0,0
"912120900",1,"D_FLL",1,168,0,168,0,0
"900053915",1,"D_BIOENG",1,177,0,177,0,0
"922367537",1,"D_LFEE",1,76,0,76,0,0
"926013821",1,"D_DUSP",1,65,0,65,0,0
"915540699",1,"D_SLOAN",1,0,0,0,0,0
"911856105",1,"D_CMS",1,59,0,59,0,0
"922935837",1,"D_LFEE",1,182,0,182,0,0
"920249105",1,"D_SLOAN",1,69,0,69,0,0
"978040804",1,"D_LFEE",1,178,0,178,0,0
"929148447",1,"D_LFEE",1,101,0,101,0,0
"968893216",1,"D_LFEE",1,161,0,161,0,0
"900019360",1,"D_POLSCI",1,207,0,207,0,0
"957364334",1,"D_CMS",1,58,0,58,0,0
"929538480",1,"D_RESDEV",1,0,0,0,0,0
"900049994",1,"D_CMS",1,139,0,139,0,0
"957195097",1,"D_CMS",1,381,0,381,0,0
"924004818",1,"D_DUSP",1,564,0,564,0,0
"910076287",1,"D_RESDEV",1,0,0,0,0,0
"900049752",1,"D_LIBRARIES",1,162,0,162,0,0
"900016538",1,"D_RLE",2,317,0,159,0,0
"900022919",1,"D_AEROASTRO",2,470,95916.48,235,0,204
"900016930",1,"D_BIOLOGY",1,0,0,0,0,0
"913119691",1,"D_ALUM",1,67,0,67,0,0
"900036590",1,"D_CSAIL",2,1343,1992405.82,671,0,1484
"900052129",1,"D_DUSP",1,165,0,165,0,0
"920138939",1,"D_RESDEV",1,0,0,0,0,0
"927041445",1,"D_LFEE",1,59,0,59,0,0
"900029592",1,"D_SLOAN",1,206,0,206,0,0
"929440206",1,"D_LFEE",1,61,0,61,0,0
"969702366",1,"D_LFEE",1,180,0,180,0,0
"900054509",1,"D_SLOAN",1,209,0,209,0,0
"918028831",1,"D_LIBRARIES",1,132,0,132,0,0
"923172273",1,"D_ALUM",1,69,0,69,0,0
"900049811",1,"D_CMS",1,59,0,59,0,0
"911892617",1,"D_ECO",1,223,56280,223,0,253
"916287241",1,"D_PHYSICS",1,0,0,0,0,0
"921224952",1,"D_SLOAN",1,125,0,125,0,0
"900051922",1,"D_LFEE",1,77,0,77,0,0
"923954471",1,"D_RESDEV",1,120,0,120,0,0
"900016431",1,"D_RLE",1,0,0,0,0,0
"900018383",1,"D_ECO",1,205,0,205,0,0
"921514787",1,"D_LFEE",1,113,0,113,0,0
"925687874",1,"D_RESDEV",1,70,0,70,0,0
"928118502",1,"D_SLOAN",1,132,0,132,0,0
"900029767",1,"D_SLOAN",1,209,409532.18,209,0,1958
"979249844",1,"D_ARCH",1,0,0,0,0,0
"925939285",1,"D_SSRC",1,87,0,87,0,0
"900006823",1,"D_L&P",1,14628,0,14628,0,0
"900020616",1,"D_ECO",1,196,0,196,0,0
"900014792",1,"D_LFEE",1,111,464511.7,111,0,4192
"928155765",1,"D_RESDEV",1,0,0,0,0,0
"927600363",1,"D_PHYSICS",58,39038,0,673,0,0
"900026186",1,"D_HAYSTACK",8,0,0,0,0,0
"923023157",2,"D_DUSP,D_HISTORY",32,6570,0,205,0,0
"900043453",3,"D_NRL,D_NUCENG,D_VPRESOFF",14,13613,0,972,0,0
"914599366",1,"D_PILM",13,2619,1246525.53,201,0,476
"958229274",1,"D_POLSCI",4,166,293320.54,41,0,1767
"900033539",1,"D_MECHE",96,62390,0,650,0,0
"910015831",1,"D_RLE",12,2001,2053356.3,167,0,1026
"921658889",1,"D_DMSE",5,3541,832857.45,708,0,235
"977848054",1,"D_KI",23,3157,2134059.62,137,0,676
"955369892",4,"D_NRL,D_NUCENG,D_PSFC,D_VPRESOFF",18,5693,2442589.46,316,0,429
"900023671",2,"D_MECHE,D_SSRC",13,1728,1278223.98,133,0,740
"900005284",1,"D_AEROASTRO",3,556,304535.25,185,0,548
"922129236",2,"D_IMES,D_RLE",10,3043,1715506.55,304,0,564
"998743686",1,"D_AEROASTRO",7,2457,689922.68,351,0,281
"926763951",1,"D_BIOENG",8,2368,2746416.54,296,0,1160
"923046736",1,"D_RLE",29,4837,0,167,0,0
"943830625",1,"D_ECO",76,9875,88628.91,130,0,9
"900033544",1,"D_EAPS",84,1877,1388551.25,22,0,740
"900016422",1,"D_KI",16,3152,0,197,0,0
"959432035",4,"D_EAPS,D_NRL,D_NUCENG,D_PSFC",17,4719,1778693.96,278,0,377
"922303500",1,"D_CEE",5,1812,347840.16,362,0,192
"977025091",1,"D_DMSE",12,2915,1038716.18,243,0,356
"996587389",1,"D_CHEM",15,4625,1775395.59,308,0,384
"925277668",1,"D_CHEM",11,3317,572521.45,302,0,173
"900021394",1,"D_RLE",4,430,106999.95,107,0,249
"900059755",1,"D_CSAIL",22,4399,5877548.61,200,0,1336
"900013645",1,"D_B&CS",28,22849,0,816,0,0
"926558728",1,"D_MCGOVERN",13,2272,1557977.02,175,0,686
"900036149",1,"D_BIOENG",15,5294,3507683.02,353,0,663
"960302345",1,"D_CSAIL",7,864,1051254.95,123,0,1217
"919851443",1,"D_BIOLOGY",8,1891,158901.13,236,0,84
"900025699",2,"D_B&CS,D_PILM",16,7189,3368384.13,449,0,469
"900008933",1,"D_MCGOVERN",19,4545,859191.85,239,0,189
"927276371",1,"D_PILM",14,23058,0,1647,0,0
"900022133",1,"D_AEROASTRO",10,739,14369.73,74,0,19
"900023387",1,"D_EAPS",3,594,33506.44,198,0,56
"979877603",1,"D_LIT",12,1024,0,85,0,0
"944792081",1,"D_BIOLOGY",5,1069,0,214,0,0
"976483946",1,"D_MEDIA",12,2940,5692139.72,245,0,1936
"900009945",1,"D_PSFC",2,10003,1191154.57,5001,0,119
"900008483",1,"D_MCGOVERN",14,4035,1935542.7,288,0,480
"900023811",1,"D_CHEM",16,3914,1582692.1,245,0,404
"924653902",2,"D_CSR,D_EAPS",10,1773,527641.68,177,0,298
"900014761",1,"D_RLE",4,7509,1521607.77,1877,0,203
"900006243",1,"D_MECHE",24,10957,4043715.33,457,0,369
"900059472",1,"D_CHEM",13,1066,605405.19,82,0,568
"923193687",1,"D_CSAIL",2,234,728390.63,117,0,3115
"925093084",1,"D_BIOLOGY",13,2648,683095,204,0,258
"900022164",1,"D_AEROASTRO",5,869,436205.56,174,0,502
"900002368",1,"D_MCGOVERN",10,2376,932816.29,238,0,393
"982140619",2,"D_AEROASTRO,D_EAPS",30,3239,2535404.72,108,0,783
"900027293",1,"D_CHEM",22,6204,2041823.73,282,0,329
"927805373",1,"D_MEDIA",3,449,54550.29,150,0,121
"928183427",1,"D_KI",7,3131,709603.6,447,0,227
"920427512",2,"D_MECHE,D_RLE",26,4520,2519796.23,174,0,557
"915004706",1,"D_CHEM",9,782,644931.6,87,0,824
"920863314",2,"D_DMSE,D_PHYSICS",2,482,454204.36,241,0,941
"900013672",1,"D_CSAIL",5,1375,2343039.29,275,0,1704
"900010037",1,"D_RLE",3,2324,70968.44,775,0,31
"993519220",1,"D_B&CS",6,1901,813280.7,317,0,428
"910864749",1,"D_ARCH",4,81,963713.74,20,0,11860
"969760650",2,"D_IMES,D_MECHE",16,3081,1834745.53,193,0,595
"920282005",1,"D_LIDS",9,9549,0,1061,0,0
"900046795",1,"D_BIOLOGY",9,3039,361634.41,338,0,119
"900057236",2,"D_MECHE,D_RLE",15,5640,2358288.1,376,0,418
"900024997",1,"D_CEE",9,3825,931552.38,425,0,244
"922199921",1,"D_KI",10,4064,2293060.03,406,0,564
"923847111",1,"D_KI",6,1566,649294.75,261,0,415
"918854742",1,"D_PILM",6,2516,2345553.02,419,0,932
"925712581",2,"D_IMES,D_PILM",7,4752,3195124.28,679,0,672
"951307461",1,"D_BIOENG",13,2612,2278521.31,201,0,872
"969180986",1,"D_NUCENG",3,1795,684591.71,598,0,381
"900018303",1,"D_MEDIA",5,2134,190402.89,427,0,89
"900013614",2,"D_DEANCOMP,D_DOE",7,136254,0,19465,0,0
"900059458",1,"D_MCGOVERN",6,2869,236754.59,478,0,83
"928195190",1,"D_CEE",8,1578,1286096.8,197,0,815
"900040061",1,"D_EAPS",14,892,0,64,0,0
"921098995",1,"D_EAPS",5,1749,306237.67,350,0,175
"900028768",1,"D_PSFC",4,738,916346.59,185,0,1241
"929971353",1,"D_MTA",15,130,0,9,0,0
"900041383",1,"D_MEDIA",7,1833,61869.86,262,0,34
"980622890",1,"D_AEROASTRO",7,2870,497585.29,410,0,173
"983433244",1,"D_BIOLOGY",7,1748,533902.09,250,0,305
"924207000",1,"D_IMES",3,849,847609.51,283,0,999
"900020566",1,"D_MECHE",12,2610,1164004.61,217,0,446
"958677752",2,"D_AEROASTRO,D_CSAIL",11,2904,1641904.1,264,0,565
"927617390",1,"D_CSR",3,505,395349.55,168,0,783
"913669877",1,"D_B&CS",6,1395,448811.12,233,0,322
"900044128",1,"D_RLE",4,2785,923603.12,696,0,332
"922471443",1,"D_CEE",8,2606,933131.25,326,0,358
"900059494",1,"D_POLSCI",2,147,338066.62,73,0,2308
"900027109",1,"D_CSR",10,17103,5131704.74,1710,0,300
"996589473",1,"D_NUCENG",4,836,21307.96,209,0,25
"900054222",1,"D_IMES",6,1269,790333.67,211,0,623
"900027325",1,"D_HAYSTACK",4,0,0,0,0,0
"900029642",1,"D_CEE",2,747,0,374,0,0
"928170889",1,"D_CSAIL",2,339,846052.51,169,0,2497
"922640401",1,"D_ANTHRO",5,3348,0,670,0,0
"900053951",1,"D_MECHE",10,3287,318018.69,329,0,97
"987112866",1,"D_MECHE",7,1048,302363.32,150,0,289
"995864713",1,"D_AEROASTRO",5,0,3358301.29,0,0,0
"900041033",1,"D_B&CS",11,1754,893709.54,159,0,509
"900056822",1,"D_EAPS",14,897,1623744.5,64,0,1810
"926826393",1,"D_STS",2,141,0,71,0,0
"912330280",1,"D_NUCENG",6,1330,834178.36,222,0,627
"900018774",1,"D_MEDIA",7,3177,0,454,0,0
"922151039",1,"D_MECHE",7,1740,723320.38,249,0,416
"900051737",1,"D_STS",3,119,0,40,0,0
"900041222",1,"D_CSAIL",4,302,535024.97,76,0,1771
"924545762",1,"D_CHEM",16,4796,1407504.23,300,0,293
"982744486",1,"D_RLE",9,1219,501958.83,135,0,412
"967751432",1,"D_MECHE",8,1339,651381.85,167,0,487
"900050707",1,"D_PILM",8,3146,1002230.23,393,0,319
"900059548",2,"D_AEROASTRO,D_CSAIL",3,2295,1214479.21,765,0,529
"924746408",1,"D_CSAIL",3,652,402259.45,217,0,617
"922347782",1,"D_ARCH",4,44,1146363.39,11,0,25945
"900059018",1,"D_CSR",6,2318,648346.66,386,0,280
"922382028",1,"D_MECHE",6,605,437535.13,101,0,723
"925714826",1,"D_DEANARCH",1,139,0,139,0,0
"915062755",3,"D_IDSS,D_LIDS,D_MECHE",4,298,177644.35,75,0,595
"926919152",1,"D_L&P",1,96,0,96,0,0
"900000438",1,"D_VPRESOFF",1,52655,0,52655,0,0
"900028216",1,"D_MECHE",1,322,62693.92,322,0,195
"900027527",1,"D_L&P",1,311,0,311,0,0
"996274151",1,"D_LIDS",1,388,245928.66,388,0,634
"919065163",1,"D_SLOAN",1,69,0,69,0,0
"900017340",1,"D_LIBRARIES",1,61,0,61,0,0
"900005194",1,"D_ARCH",1,163,0,163,0,0
"900053690",2,"D_ARCH,D_CEE",2,348,85040.53,174,0,245
"900024540",1,"D_L&P",1,206,0,206,0,0
"900004632",1,"D_RLE",2,687,0,343,0,0
"900057258",1,"D_CSR",1,192,95542.06,192,0,496
"914363923",1,"D_ALUM",1,128,0,128,0,0
"929541235",1,"D_POLSCI",5,170,0,34,0,0
"900049312",1,"D_CMS",1,75,0,75,0,0
"924582631",1,"D_MITOI",1,138,0,138,0,0
"908440425",1,"D_MIT.NANO",1,247,0,247,0,0
"917267327",1,"D_STS",1,202,0,202,0,0
"929367309",1,"D_ALUM",1,57,0,57,0,0
"921348656",1,"D_RESDEV",1,0,0,0,0,0
"900025332",1,"D_EAPS",1,0,0,0,0,0
"915192953",1,"D_POLSCI",1,0,0,0,0,0
"900040793",1,"D_CMS",1,69,0,69,0,0
